id_pedido,cpf,valor_pedido,valor_frete,valor_desconto,cupom,endereco_entrega_logradouro,endereco_entrega_numero,endereco_entrega_bairro,endereco_entrega_cidade,endereco_entrega_estado,endereco_entrega_pais,status_pedido,data_pedido
2a738a49-551e-4668-b1c3-9227d68542c7,280.258.092-49,1454.41,18.21,0.00,,Colônia Luiz Felipe Casa Grande,31,Vila São Francisco,Santos,MT,Brasil,enviado,2024-05-16
8a096bc2-15ed-4759-8466-7377dccbdd54,214.943.740-45,1508.61,25.69,0.00,,Largo da Luz,86,Lagoa,Camargo Alegre,DF,Brasil,pago,2023-11-19
544975a6-67fd-4cb2-a222-45b76c77742a,094.181.409-33,1481.50,88.73,0.00,,Vereda Luiz Henrique Pires,58,Camponesa 2ª Seção,Fogaça,MS,Brasil,pago,2024-01-05
6e7528f6-30ec-4ea2-ae7e-1a50b7981037,583.004.901-81,1885.68,27.40,0.00,,Sítio de da Rosa,5,Casa Branca,Fernandes,PR,Brasil,pendente,2025-01-11
dc567698-9cb3-4348-914d-557c635e1582,691.802.995-72,1856.51,50.23,348.11,CUPOMD362C2CA,Avenida Isadora Moreira,23,Vila Da Ária,Nascimento,MS,Brasil,enviado,2024-11-23
2c4faa1a-08c2-44b8-8d3b-96948ccb6c99,772.363.389-27,339.16,47.40,0.00,,Colônia da Cruz,135,Bernadete,Andrade do Galho,AL,Brasil,pendente,2025-04-02
c5b32b2c-ff1e-485e-9c50-17556b44be53,453.337.465-29,1705.41,91.15,0.00,,Sítio Ribeiro,86,Buritis,Marques,DF,Brasil,pago,2024-08-18
6fbf3093-c6f9-4a35-b396-34e8d2b80df9,246.357.770-70,1171.86,34.80,0.00,,Loteamento de Oliveira,91,Conjunto Capitão Eduardo,Carvalho do Sul,AL,Brasil,entregue,2023-10-03
58554498-7c92-4121-b2f3-204b2f650f4d,061.873.208-52,813.97,99.54,0.00,,Passarela Cavalcante,751,Baleia,Barros,PE,Brasil,cancelado,2025-05-21
f33450c6-5474-4cea-9eca-d8ffb3179b16,146.953.029-29,735.77,91.67,0.00,,Vale Gomes,911,Juliana,Guerra,AL,Brasil,pago,2023-10-02
6c57cfbf-1289-4164-8a40-0a02fc2f8165,427.646.845-81,481.02,51.02,0.00,,Colônia Fonseca,73,Alto Barroca,Guerra dos Dourados,ES,Brasil,pago,2024-05-31
b1b7e461-19b4-45d7-abb3-38db452276b6,586.244.268-64,471.72,37.50,0.00,,Núcleo Erick Campos,888,Beira Linha,Correia,PE,Brasil,pago,2025-02-20
a184bd7d-d9e7-4c71-a498-0c3f48c60a38,271.046.902-96,1696.04,96.24,0.00,,Jardim Nunes,30,Nossa Senhora De Fátima,Monteiro das Flores,CE,Brasil,pago,2025-09-16
387ce1a7-1146-453c-b04d-271f05f25bf9,882.148.270-87,925.95,48.21,0.00,,Viaduto Nogueira,14,Luxemburgo,Câmara da Mata,PR,Brasil,pago,2024-08-23
44cef29d-b597-4394-addc-8420430bb575,204.646.225-78,891.34,93.47,0.00,,Vereda Nathan Sá,22,Mirtes,Macedo do Galho,ES,Brasil,entregue,2025-01-23
54276fc1-fd1f-41c4-9210-d4c9d447906d,984.989.120-88,1923.18,64.33,0.00,,Viela Mendes,88,São João,da Mata do Sul,PA,Brasil,pendente,2024-12-07
5670c3cf-22de-4749-8acc-39ce54f16851,052.586.117-87,1633.34,96.80,0.00,,Jardim de da Conceição,243,Havaí,Siqueira Grande,RJ,Brasil,pendente,2025-02-02
7ed85fc3-0771-4990-a565-d67c9c7d2fbc,955.138.329-01,767.98,48.70,74.82,CUPOM0330F818,Campo de Moura,5,São Salvador,Duarte do Oeste,CE,Brasil,entregue,2025-09-13
c73fd4e1-2bbb-4afb-9d01-3ced9ac83c52,155.305.979-83,1196.29,77.99,78.60,CUPOM5A5BC74B,Loteamento Davi Luiz Pereira,4,Santa Rita De Cássia,Casa Grande,RN,Brasil,pendente,2025-06-15
800b9a8e-d3ff-46ab-bf8c-29304e91fcbb,065.613.099-24,130.73,89.28,0.00,,Pátio de Dias,82,Grota,Fonseca,SC,Brasil,pendente,2024-08-07
ed84c12b-79f4-4c71-a344-9f3795e953e3,805.227.823-19,1214.15,15.32,0.00,,Passarela Letícia Cirino,748,Cardoso,Rodrigues do Oeste,RS,Brasil,entregue,2025-09-02
f219875c-52ef-4ae2-a656-81eca3ea548c,900.790.236-76,1094.06,43.27,0.00,,Recanto Emanuelly Rocha,5,Vila Fumec,Caldeira,GO,Brasil,entregue,2024-01-19
3a241f3b-f68d-438d-8547-f73d281dbee9,288.252.765-87,585.71,14.26,0.00,,Vila Antony Correia,664,Miramar,da Mota,AC,Brasil,pago,2023-10-05
fb59b822-a23e-443b-894e-eb81744122c0,995.403.344-37,78.83,65.67,0.00,,Parque Heloisa Rezende,17,Vila Copacabana,Aparecida,PB,Brasil,entregue,2025-02-15
42c3a4fb-076e-48d4-a384-d927abff8db2,250.228.022-14,1333.50,57.60,0.00,,Viela Aparecida,59,Vila Oeste,Araújo,PA,Brasil,pago,2025-07-13
31f29078-10c9-461b-be14-f2004f575828,814.828.545-29,1797.68,31.33,0.00,,Loteamento Caleb Rezende,38,Santa Monica,da Cruz Verde,PB,Brasil,pendente,2025-04-07
8a9b8357-87cf-4f4a-9a18-af09afc96ee8,812.538.592-05,1858.49,88.33,321.91,CUPOMF7807C34,Núcleo de Santos,8,Conjunto Floramar,Cassiano de Machado,PB,Brasil,pago,2025-01-27
0382bce9-e330-4a4e-a781-9a9bff959690,377.542.129-37,607.65,25.08,0.00,,Jardim Vieira,602,Santa Branca,Mendes da Serra,BA,Brasil,entregue,2024-10-04
5fe309ac-ccbe-4706-8f2f-9b1813ee97dc,563.747.409-04,1362.75,40.30,163.83,CUPOMBA877C8A,Distrito Calebe Cunha,1,Vila Independencia 1ª Seção,Farias de Moreira,MG,Brasil,entregue,2024-08-16
0643cad2-d07f-4bda-8713-24c2edfa8413,220.909.555-39,397.45,85.97,0.00,,Chácara Costa,363,Leticia,Leão do Oeste,SP,Brasil,cancelado,2024-10-10
d23189a9-5a50-4f3d-98cc-e7e493c7d69f,375.981.744-90,1226.45,92.85,0.00,,Trecho Aragão,33,Fernão Dias,Freitas,MA,Brasil,pendente,2023-10-03
ce24cce5-7672-428e-bd8f-30fe1db3bfdf,168.245.867-75,409.41,71.99,45.42,CUPOMCF12D12F,Alameda Benjamin Oliveira,158,Campo Alegre,Rezende,RR,Brasil,pago,2025-02-15
2b3e2633-aa93-44c3-aad5-c128e5e165ba,972.016.800-67,1368.60,5.81,164.00,CUPOM08522AC4,Loteamento Rebeca Cirino,36,Califórnia,Nogueira dos Dourados,RJ,Brasil,cancelado,2024-03-03
4e1a1d86-46c1-4866-aae1-0d37048333cd,063.595.118-66,1915.40,13.18,0.00,,Praça de Câmara,58,Pantanal,Guerra,SE,Brasil,pago,2024-11-22
47bdb518-4155-484b-8164-2ffe7f521895,873.140.551-91,1900.94,33.97,99.79,CUPOM3C9B3019,Morro Siqueira,34,Vila Atila De Paiva,Pereira Paulista,MT,Brasil,enviado,2024-03-04
7fa24a02-bb4c-4474-85b2-ada97e792710,862.683.132-77,527.82,33.35,48.23,CUPOM76DE584E,Estrada Augusto Silva,44,Ademar Maldonado,Teixeira da Praia,MG,Brasil,cancelado,2024-03-04
d37df1d1-3d1b-4b02-bcdd-a19598db2f20,785.229.859-69,1631.96,46.21,0.00,,Rodovia da Rocha,69,Estoril,Cavalcante,SE,Brasil,pago,2024-05-07
c15c6843-fb12-4fe4-b4e9-ab0bc742fef5,587.035.614-87,1743.07,21.61,185.90,CUPOM0AA4EDF6,Campo de da Mata,53,Estrela,Novaes,SE,Brasil,entregue,2025-07-25
fffb4a21-24d5-4550-a76e-18f0c06c5e21,265.684.035-18,100.49,88.42,0.00,,Favela Alves,46,Nova Esperança,Brito,TO,Brasil,cancelado,2024-08-11
b2a0ef86-7409-4dd3-83be-8102aee8440f,291.913.283-79,358.32,76.83,0.00,,Fazenda Pastor,8,Jardim Dos Comerciarios,Andrade,MA,Brasil,pendente,2024-06-18
4d6b7ce2-a441-417d-8f21-459b2fd66136,910.935.190-07,740.95,52.36,0.00,,Estrada de Nunes,98,Novo Santa Cecilia,Pinto do Campo,PE,Brasil,cancelado,2025-03-02
483d6588-a018-48f4-9c58-b9c67f8653b5,847.993.799-36,1058.25,81.00,0.00,,Setor de Costela,66,Pompéia,Jesus,AL,Brasil,enviado,2024-10-18
b698edd2-44e6-4df3-8811-eb02f9d6e951,713.237.679-34,915.77,94.53,0.00,,Sítio Cunha,45,Grota,Cassiano de Castro,MG,Brasil,pago,2023-12-25
a9db5743-bc09-4dc9-b2e4-e99ff7cc8943,269.006.829-08,1469.46,76.49,0.00,,Vereda Ísis Lima,484,Vila Minaslandia,Guerra,ES,Brasil,pago,2025-01-29
0bd08f23-76f8-4d2b-b76c-3bf29c09c1c0,994.249.526-87,1865.41,51.77,0.00,,Viaduto Sales,63,Mirante,Vasconcelos do Galho,MT,Brasil,cancelado,2024-07-29
e231fd61-2592-4a3e-8998-d2cb30453679,500.323.913-75,1476.77,61.68,0.00,,Conjunto Novais,26,Apolonia,Costa,RR,Brasil,enviado,2024-02-11
2c59ed9e-7fff-4b89-9d1e-ade404ec826e,353.311.863-79,1336.49,44.29,0.00,,Morro das Neves,32,Guaratã,Casa Grande,PB,Brasil,pago,2025-05-12
89fdbe9b-d2cc-4337-99e2-f9043f12c9f2,339.266.155-43,1627.29,82.50,262.68,CUPOMF17C1A62,Feira Maya da Cruz,35,Alta Tensão 2ª Seção,Freitas,PA,Brasil,enviado,2024-09-09
58fbc5ab-13f7-479b-9186-f81413c9e5ac,346.144.307-11,516.28,23.56,0.00,,Vereda da Cruz,48,Vila São Gabriel Jacui,Albuquerque do Oeste,GO,Brasil,cancelado,2024-01-02
fbf34db1-eae4-4c46-81c2-c9c1e29356a2,022.571.678-30,219.24,67.49,0.00,,Residencial Lorena Barros,2,Barro Preto,Souza de Mendes,CE,Brasil,cancelado,2025-09-14
24d3090d-b1d4-4b2a-a8b9-9ce542c5d239,728.424.527-49,546.37,17.75,75.12,CUPOM91C555BD,Parque Costa,54,Mariano De Abreu,Fernandes,AC,Brasil,pendente,2024-04-24
1058e319-7c6c-46b8-a2ab-b749d12252a1,618.841.996-73,1434.84,65.65,0.00,,Área Antony Cavalcanti,47,Vila Betânia,Marques do Galho,SC,Brasil,enviado,2024-05-09
85520b27-220e-492d-b2ce-06e94aefd066,224.950.606-90,86.54,70.59,0.00,,Praia Machado,61,Coração Eucarístico,Viana,PA,Brasil,pendente,2025-03-13
1356cfde-e36b-4f06-bf6e-1ab17a770e6a,016.796.427-51,882.02,16.57,0.00,,Favela Sales,61,Tupi A,Carvalho das Pedras,RN,Brasil,cancelado,2024-01-02
3cc0ee5a-3ebf-4ebd-98d6-2f59d75426a1,487.352.403-75,1032.35,95.27,104.05,CUPOM610B7576,Via de Almeida,7,Estoril,Rios da Praia,RS,Brasil,enviado,2024-10-29
587f5327-8156-42f9-94a7-82122904072b,451.641.676-72,1003.31,56.18,0.00,,Vila Cecilia Peixoto,460,Esperança,Correia,MT,Brasil,pago,2023-11-08
10d0d44e-740c-4064-afc5-e75d10880fa9,412.238.199-74,793.39,20.50,0.00,,Recanto de da Mota,28,Jatobá,Araújo Verde,AL,Brasil,pendente,2024-09-30
4da31ad5-c877-4bb7-b369-cad710408152,550.987.973-59,290.01,39.95,47.84,CUPOME69AE613,Estação Aurora Dias,447,Ventosa,da Mota do Campo,MG,Brasil,cancelado,2024-10-16
a6cc7c04-2384-4f24-8e0e-ad59fcdf3cf0,494.700.527-15,1209.89,34.34,0.00,,Ladeira Melissa Barros,67,Fazendinha,Nogueira,DF,Brasil,entregue,2024-12-03
edcbbdc6-f569-4d92-8dd6-5b284302ac21,815.276.672-61,995.92,28.62,185.45,CUPOME5266619,Jardim Laís Camargo,42,Jardim São José,Lima,AL,Brasil,pendente,2025-04-18
e4bf4e18-bc80-4973-b527-91b3ffa753c2,651.208.196-20,985.64,78.67,56.16,CUPOM22969E6A,Quadra João Nascimento,932,Santo André,Ramos,MA,Brasil,entregue,2023-12-19
0cd423be-1945-4950-8985-6734be9115d4,242.016.882-14,712.89,35.09,0.00,,Viaduto de da Conceição,42,Vila Vista Alegre,Silva,TO,Brasil,cancelado,2024-07-28
e12b98b1-f289-4a41-a2d7-885a6f29c0e8,847.200.938-50,1914.90,54.62,0.00,,Jardim da Conceição,323,Palmares,Mendes,SC,Brasil,pendente,2024-09-01
7cb4011d-e1c8-4ea0-a874-080661d51342,381.343.827-37,223.99,62.55,0.00,,Vale Jesus,89,Luxemburgo,Cirino,RJ,Brasil,enviado,2024-07-02
41ca3af1-c80a-4862-8622-90bbf2691ee0,339.537.885-85,1179.73,46.81,0.00,,Rodovia Marques,2,São Jorge 2ª Seção,da Mota,MG,Brasil,entregue,2025-08-04
2e864114-8222-4dd4-957d-73ccabd3d59e,085.302.018-56,446.59,6.85,0.00,,Chácara de Costela,9,Bonsucesso,Marques,PI,Brasil,entregue,2024-09-11
5c6e2be7-6d71-438b-98dd-6b237a5c199c,855.065.658-27,457.29,41.76,0.00,,Condomínio Maria Isis Nascimento,804,Renascença,Vargas,SP,Brasil,pendente,2025-03-31
deebef72-89fd-4db1-80e4-bb0013ca79fa,603.897.456-90,1429.86,22.29,0.00,,Lagoa Sousa,296,Santa Tereza,Carvalho,RR,Brasil,entregue,2024-05-12
e61cacbe-4a85-46d3-a47c-9bcef0dbbb54,988.615.403-34,192.64,27.56,0.00,,Ladeira Viana,55,Bandeirantes,Carvalho,AC,Brasil,entregue,2023-11-21
fefd8b74-61b2-4ce2-9ca8-dfa02dc74ef5,605.472.309-33,959.87,31.87,0.00,,Lago de Casa Grande,6,Vila Esplanada,Pereira,MG,Brasil,pendente,2024-10-10
5f9503c2-838c-47d2-87d4-10b129356904,402.538.394-89,613.45,91.98,0.00,,Colônia da Luz,828,Grajaú,da Paz,RN,Brasil,pendente,2024-12-03
187982cc-0727-4237-b2a1-d880e0f8be61,284.766.689-88,1861.43,55.02,0.00,,Largo Cardoso,8,Novo Glória,Ribeiro de Ferreira,AM,Brasil,cancelado,2024-02-23
be1953dd-bcd2-45e7-91ad-f5716eb7e698,042.609.112-92,356.14,61.39,0.00,,Lagoa de Mendes,21,Vila Boa Vista,Silveira de Cunha,MA,Brasil,cancelado,2024-07-12
189ca204-c3d9-487c-862d-0d9b7a6443e9,868.678.323-35,1716.02,68.27,0.00,,Conjunto Brayan da Rosa,5,Jardim Alvorada,Novais da Mata,AP,Brasil,enviado,2024-04-07
fedc5477-89dc-462b-a5a2-912d62a2eb02,397.090.571-20,1494.13,73.42,261.92,CUPOMA7A3ED60,Condomínio Dias,21,Floresta,Pimenta de Moraes,BA,Brasil,enviado,2024-03-09
4c27e5ff-d4ad-46a5-a6e0-a3babbdb42ff,059.979.202-84,1040.83,60.11,0.00,,Alameda de da Paz,9,Horto Florestal,Casa Grande,AM,Brasil,pago,2024-02-19
53fbfc9d-94f1-4c89-aa45-58fb0b210c51,881.450.638-03,886.01,82.01,0.00,,Núcleo Joaquim Pimenta,2,Lorena,Freitas,PB,Brasil,cancelado,2024-04-05
42526794-a26c-43fa-b8a1-ab6701a6fca4,750.845.445-35,476.05,33.57,65.58,CUPOM496CF1EA,Condomínio Araújo,5,Vila Engenho Nogueira,Castro da Praia,ES,Brasil,enviado,2025-01-27
5783d67a-6a3a-4fea-943f-1296d3453f01,408.084.033-26,1805.55,16.50,0.00,,Esplanada de Ferreira,93,Vila Antena,da Rocha,ES,Brasil,entregue,2024-03-01
f25b1e00-3690-49f5-ad2c-ddfe8746a0ad,084.839.994-56,1154.24,94.72,109.85,CUPOM5C69BD6C,Favela de Carvalho,35,São João,Sampaio,SP,Brasil,entregue,2025-06-20
1a02dbf3-0e02-4d0d-9a16-f17dd33a96e7,687.914.180-02,622.03,62.67,0.00,,Lagoa da Costa,88,Nossa Senhora Da Aparecida,Monteiro Grande,AC,Brasil,entregue,2023-12-17
7ee54e43-fb78-47c0-85f7-3373a9db07fd,396.764.242-03,1647.33,61.94,0.00,,Distrito da Luz,51,Vila Nova Gameleira 3ª Seção,Santos de Minas,AM,Brasil,cancelado,2025-04-12
6b4cad43-5463-40ea-bd6e-aac9b907997f,657.939.308-19,1556.28,71.88,0.00,,Lagoa Anna Liz Montenegro,57,Lagoinha,Cavalcante,PE,Brasil,cancelado,2023-10-11
47092d18-383b-474c-a706-7653314620c2,962.596.213-24,424.77,32.64,0.00,,Viela de Novaes,59,Prado,Ramos Grande,PI,Brasil,entregue,2024-04-18
52975366-02df-4c32-bfe9-e6b4c1f4a0fd,936.675.615-04,1137.07,22.95,0.00,,Distrito de Araújo,953,Vila Nova Cachoeirinha 1ª Seção,Gomes Paulista,MG,Brasil,enviado,2024-08-01
8dbe85e2-5489-4397-a741-cfb0199aba00,483.292.751-20,1705.91,62.88,0.00,,Lagoa de Casa Grande,59,São João,Dias da Mata,AL,Brasil,pago,2024-10-17
48a71664-5d6d-4a54-a1cd-72a8dc780ec9,989.487.511-52,785.29,7.70,0.00,,Via Garcia,7,Oeste,Pimenta,RS,Brasil,pendente,2024-01-11
bf86db2c-a3a2-4729-a0d5-e738353edc3f,672.161.252-26,1301.85,26.75,172.38,CUPOMD6C7971E,Lago de Barros,97,Beira Linha,Nogueira,AL,Brasil,pago,2025-05-28
405298fa-8924-43ee-881b-d1c1b8ceebd1,800.594.303-88,643.61,97.66,0.00,,Lago Vitor Gabriel Gonçalves,2,Serra,Alves do Galho,RJ,Brasil,pago,2024-11-25
81aa7914-401b-41e4-aa53-b8291c28e15f,035.928.784-15,1234.67,47.59,0.00,,Praça Eloah Fogaça,6,Conjunto Floramar,da Mata,AM,Brasil,entregue,2025-01-24
19f63339-ff96-437d-901c-cdc9ef65b959,483.292.751-20,1595.36,33.10,137.05,CUPOM525E1495,Núcleo Carolina Pastor,44,Nazare,Casa Grande,RJ,Brasil,pendente,2025-03-13
526bfe4f-bd30-4a1a-8507-bb2f76dcd220,843.703.752-25,64.50,62.03,0.00,,Campo Manuela Vieira,46,Nova Floresta,Sá Grande,DF,Brasil,cancelado,2024-12-20
d4dc70ea-662e-46fa-9ab4-22b2dc29537e,771.137.576-73,1228.77,98.41,0.00,,Feira de Aragão,98,Brasil Industrial,Andrade da Serra,RJ,Brasil,pendente,2024-05-30
8e179ca0-cfd9-43c5-96b2-d962af24b17f,906.890.870-94,1919.29,46.24,0.00,,Área de Borges,48,Lindéia,Santos de Peixoto,PE,Brasil,enviado,2024-02-04
3445fac7-f147-48a4-b11d-666b3936a3dc,976.129.979-96,1218.26,17.48,0.00,,Pátio de Siqueira,4,Castelo,Sá Grande,TO,Brasil,cancelado,2023-11-24
f8b2c844-6f14-41f8-9e0e-1164dbd8f9c4,914.206.548-80,1281.88,45.79,0.00,,Quadra Antônio da Luz,58,Olaria,Cirino do Sul,SP,Brasil,pago,2025-05-21
b97fa4cb-1a78-4d4d-8724-287a7577b083,013.840.649-79,1461.64,69.06,0.00,,Quadra Casa Grande,9,Vila Pilar,Rios,CE,Brasil,pendente,2024-06-25
eceb68db-e00f-4402-9f9d-54fca330edb1,276.638.936-17,686.85,39.55,0.00,,Rua da Rosa,25,Buraco Quente,Pinto de Goiás,SE,Brasil,cancelado,2024-02-19
b371cf57-4df8-4bdb-84d8-e2a8c2526445,437.258.560-17,706.36,88.98,0.00,,Colônia de Montenegro,988,Salgado Filho,da Rocha,SC,Brasil,pendente,2023-10-01
a080e655-22d9-4c3b-b24e-c04d433f37e5,263.967.555-47,1280.91,7.75,157.99,CUPOM9B36301E,Condomínio Machado,33,João Alfredo,da Paz da Praia,MG,Brasil,pago,2024-06-05
4a1aa718-3ff2-4892-900e-0cf2643374f7,743.475.621-86,1123.51,10.71,195.50,CUPOM826B03E4,Favela Pietro Gonçalves,29,São Bento,Costa,AL,Brasil,cancelado,2024-08-05
e3eb94c9-21ef-4885-81f1-ce0384a1a2b6,614.310.342-04,323.34,80.65,0.00,,Morro de Siqueira,21,Funcionários,Ribeiro,PE,Brasil,enviado,2023-12-19
50e7351c-b1be-41d6-9f86-05489fb951b2,936.801.576-85,1592.64,83.94,0.00,,Quadra de Camargo,95,Lourdes,Fogaça,MG,Brasil,enviado,2025-04-02
b008502c-fe7b-4cc8-b886-de0c8ec54350,585.770.224-36,277.04,68.16,0.00,,Núcleo de Nogueira,430,Nova Granada,Campos,RN,Brasil,entregue,2025-04-16
2d926a98-dce0-4e25-9dce-70faa11c3b3e,567.378.248-60,1465.98,14.07,0.00,,Lago Clara Novais,45,Vila Rica,Souza de Mendonça,PB,Brasil,entregue,2024-05-31
c6ebccb5-168d-4852-ba8a-ed323692182f,106.345.201-72,1437.11,61.00,0.00,,Estrada Brenda Porto,29,Vila Bandeirantes,Alves,AL,Brasil,enviado,2025-07-10
36205b49-89ce-4758-b32f-500b4e3cc211,436.809.461-25,1080.56,72.32,0.00,,Feira Larissa Pinto,257,Itatiaia,Camargo,BA,Brasil,entregue,2024-06-02
6c0ada45-2322-49ab-920f-0329728eaff0,509.598.899-80,974.81,63.17,0.00,,Praça Maria Fernanda da Mota,30,Novo Glória,Sá de Minas,PE,Brasil,enviado,2023-10-31
959b7ee6-80c3-47e3-8058-30abd88bc8b1,141.748.391-11,1965.32,13.22,0.00,,Colônia Ferreira,55,São Benedito,Nunes da Prata,CE,Brasil,pago,2024-06-04
a2d273fe-1640-43c7-8dd3-c56572213b20,755.067.457-57,1666.17,46.94,0.00,,Estação Ian Mendes,86,Beija Flor,Rodrigues do Sul,PA,Brasil,enviado,2023-12-07
d2ce4a84-441a-4dbc-8a7a-b1752f1dd9eb,811.493.143-99,528.42,36.81,0.00,,Praia Montenegro,79,Lagoinha,Camargo,PE,Brasil,cancelado,2023-10-23
41b96d8f-06a5-42d2-a422-9a9bae8b0b82,249.167.905-84,232.68,75.84,0.00,,Núcleo de da Mata,82,Esplanada,Pinto,AP,Brasil,pendente,2024-04-09
459127d0-32c2-4c34-976a-777079e8ce85,515.285.693-73,228.40,62.67,25.71,CUPOM9D14BBD2,Rua Enzo Sá,35,Marajó,Azevedo,AM,Brasil,pendente,2024-05-11
68817950-2172-491f-83fd-4d535a1a31bb,850.691.263-14,1589.28,44.44,0.00,,Aeroporto Carlos Eduardo Fernandes,25,Lourdes,Vieira,MA,Brasil,enviado,2024-01-15
7de38266-68ad-4882-91c1-2b0115302568,938.979.512-50,1306.60,64.13,0.00,,Residencial de Castro,93,Olhos D'água,Nunes do Campo,AP,Brasil,entregue,2025-01-16
acc442f6-4b0e-42be-8630-1154631531dc,937.873.012-55,1048.10,88.33,0.00,,Vereda Cassiano,47,Vale Do Jatoba,da Cunha,ES,Brasil,entregue,2024-12-23
6e471bab-f902-4f0d-ac4c-479fe6a70d17,634.842.319-73,841.06,81.58,0.00,,Rua Jesus,5,Dona Clara,Ferreira de Guerra,AM,Brasil,enviado,2024-04-28
895cb64c-569b-4741-a25d-03aa7b32f31e,561.093.425-07,106.41,72.98,0.00,,Morro de Rodrigues,71,Vila São Dimas,Barbosa,BA,Brasil,entregue,2024-01-19
5f41880b-6c1b-458f-be79-feced7e2c16e,105.734.898-36,656.24,14.45,0.00,,Esplanada Emanuella da Conceição,9,Outro,Pires,DF,Brasil,cancelado,2024-03-28
608b56f8-e804-4dfd-9c8b-85c96cb12722,875.392.260-26,458.80,70.58,0.00,,Distrito Melina Montenegro,86,Calafate,Oliveira de Guerra,MS,Brasil,entregue,2025-04-17
f2c89e03-0af3-4a44-a95d-cef2e2c48cf5,685.868.752-41,1467.09,41.98,0.00,,Chácara de Novais,70,Cruzeiro,da Paz do Galho,RS,Brasil,entregue,2024-12-21
e40d3944-b12b-4c6f-924d-c4a7c8f7cc1f,590.005.464-37,165.81,12.66,0.00,,Estação de Cirino,8,Pompéia,Fonseca,GO,Brasil,pendente,2024-11-25
ec88ee95-9736-4117-b1ee-b33b9cf13c38,578.090.261-13,1130.25,43.24,0.00,,Estrada de Lopes,79,Vila Santo Antônio,Correia de Nascimento,DF,Brasil,entregue,2024-08-24
791cb0c3-da93-421e-9d70-bcb87c68b80d,616.617.980-43,1660.99,31.55,0.00,,Viaduto Araújo,5,Vila Jardim Alvorada,Moreira de Garcia,AM,Brasil,enviado,2024-07-28
f1d31f85-63a3-46db-84a6-7a541d7d2d5c,475.070.536-03,1137.40,85.97,158.48,CUPOMFD95A71C,Pátio de Caldeira,3,Conjunto Serra Verde,Cavalcante do Galho,PI,Brasil,entregue,2024-03-13
7d9ffb55-1149-44ca-a782-c2c7168f9529,464.907.544-48,734.10,31.74,0.00,,Núcleo Sampaio,810,Santana Do Cafezal,Melo Alegre,PI,Brasil,pendente,2024-06-29
f48cd143-9544-41b4-b12b-fed3947f6c40,735.602.112-02,515.84,6.99,0.00,,Campo Luiz Gustavo Caldeira,21,Pompéia,Novaes,PB,Brasil,pendente,2024-06-05
439ad396-c79c-4dc7-9286-fba7c4626608,130.487.929-18,56.85,94.11,0.00,,Avenida Bárbara das Neves,17,Vila Havaí,Albuquerque da Mata,AM,Brasil,pendente,2024-01-09
e8d89562-3380-4ad1-b6bd-f06cd6542c2e,859.194.336-18,1866.31,8.71,0.00,,Trecho Gael Henrique Freitas,5,Novo Ouro Preto,Pacheco,MS,Brasil,entregue,2025-09-12
3e4906be-8c7e-4af0-8e37-8d9708e4f707,062.246.807-21,1066.66,43.79,0.00,,Loteamento de Correia,92,Cidade Jardim,da Cunha das Pedras,PA,Brasil,pendente,2025-08-15
ba38fc38-90c2-41c6-8169-1b4c7af8ac91,178.792.751-13,1294.10,55.79,0.00,,Esplanada Levi Moreira,78,Custodinha,Costa de Castro,RS,Brasil,pendente,2024-04-22
4425b447-4fa9-4028-91aa-efcdd131fd48,567.800.462-98,963.11,66.01,0.00,,Travessa Ryan Pacheco,43,São João,da Paz,PI,Brasil,pago,2025-05-20
28d36993-c623-452c-be38-94bce77d29f3,596.484.261-50,774.70,54.81,0.00,,Morro de Leão,27,Garças,Ferreira de Cavalcanti,SC,Brasil,entregue,2025-08-16
bb241ff9-c0f5-460f-9841-a7a486b83759,786.874.441-19,148.07,75.45,0.00,,Setor Rafael Novaes,856,Ribeiro De Abreu,Melo da Mata,PI,Brasil,cancelado,2024-06-29
3bec8f52-56cf-4f22-957e-7bc71b559b26,680.462.765-79,1690.01,10.84,0.00,,Jardim Nogueira,28,Conjunto Santa Maria,Câmara,ES,Brasil,pago,2025-08-12
9d2b1b87-bbcc-4c57-99ec-f5550d0f7e50,358.316.640-33,1886.08,34.24,0.00,,Largo Benjamim Oliveira,858,Maria Tereza,Fonseca Paulista,AM,Brasil,pago,2025-07-21
d3da39e5-0b2c-4b95-9640-d6408d17ac35,443.940.899-07,1165.64,11.97,68.10,CUPOM53BBF413,Setor de Machado,30,São Vicente,Cunha,MT,Brasil,cancelado,2023-12-13
be94351c-88d5-463f-995e-3eecb327c28c,926.251.414-02,693.99,5.88,0.00,,Rodovia de Aparecida,85,Vila São Gabriel,Ferreira Grande,PR,Brasil,entregue,2025-05-30
d165c08d-3c17-4d61-b1c7-01fefa32b128,493.059.735-73,1614.25,75.27,301.25,CUPOMB3FE0E7B,Campo de Vieira,79,Madre Gertrudes,Melo de Porto,SP,Brasil,pendente,2025-07-27
503c127f-8072-420f-92d8-28198430c0bb,954.018.952-96,545.70,14.81,61.69,CUPOM47B78C64,Trecho Porto,96,Calafate,Mendonça,RN,Brasil,cancelado,2025-07-29
077c4218-c80e-439f-9b13-5d454e560d21,908.538.654-85,221.79,79.41,0.00,,Lago Lorenzo da Rosa,4,Santa Rosa,Rios da Prata,RR,Brasil,enviado,2024-10-05
