id,nome,data_nascimento,cpf,cep,cidade,estado,pais,genero,telefone,email,data_cadastro
6f8bca5e-c05f-4e34-bf5c-358dfb8971cd,Luna Barros,1980-07-31,342.212.640-36,21248-519,Rocha,RN,Brasil,M,(081) 1261 5924,34221264036@exemplo.com.br,2025-09-18
320c9f76-fe0c-410d-ba57-d36d023328f7,Anna Liz Moreira,1975-07-17,471.511.038-78,89168569,Moura,PR,Brasil,M,31 4027-9180,47151103878@exemplo.com.br,2024-09-27
06779173-6b48-45af-943a-35c36c3fdfde,Ana Vitória Cavalcanti,1979-07-25,730.205.485-64,50797-840,Pires,RJ,Brasil,F,+55 (041) 6495 9924,73020548564@exemplo.com.br,2023-10-03
68fcb7c0-f628-4327-9eca-2706dbf827a8,Heitor Martins,1991-06-06,457.592.092-91,51519001,Nogueira da Praia,SP,Brasil,F,+55 71 7413 3307,45759209291@exemplo.com.br,2024-10-13
ff767b64-4832-498a-936c-745a8d6cbc66,João Pedro Cassiano,1983-01-13,763.745.106-58,55883733,Cassiano,PB,Brasil,F,+55 (031) 2439 6732,76374510658@exemplo.com.br,2023-12-09
c7b58130-dbaf-40d0-a470-956c2a2f7257,Bento Cardoso,1945-09-22,832.250.954-27,01454210,Andrade da Praia,CE,Brasil,F,+55 (011) 6405-4704,83225095427@exemplo.com.br,2024-10-10
f9bf1a2c-225d-48ca-9e09-842d4571328b,Maria Julia Duarte,1940-02-13,155.951.747-14,73863-693,Carvalho da Serra,DF,Brasil,F,41 1244 0181,15595174714@exemplo.com.br,2024-11-26
04664f0a-499f-47c3-9d19-89dae3d4dd21,Henry Gabriel Monteiro,1945-02-13,029.333.470-91,81013746,Gonçalves de Sales,AL,Brasil,M,0900 872 7237,02933347091@exemplo.com.br,2025-09-25
a7260040-a918-4603-ba77-d73e3fce22e3,Bento Araújo,1989-10-02,151.263.003-29,16743-459,Aparecida do Sul,TO,Brasil,M,11 8946 1463,15126300329@exemplo.com.br,2024-11-25
7cb9074c-b0d9-45d0-a449-91a7668527a8,Srta. Giovanna Pires,1951-12-29,923.275.658-16,00940-537,Marques,GO,Brasil,F,81 4610-7093,92327565816@exemplo.com.br,2024-10-06
677bbe02-700f-4ea1-bc89-f59ddd6bbe58,João Pedro Cunha,1977-12-27,115.513.682-72,81339-293,Costa de Cunha,PA,Brasil,F,+55 (071) 7596-2243,11551368272@exemplo.com.br,2024-05-21
a390554f-1548-4d11-b0e9-ce52eb5252a4,Dante da Rosa,1957-07-27,600.367.740-08,94731752,Rodrigues da Mata,PB,Brasil,F,+55 31 2240-4094,60036774008@exemplo.com.br,2024-06-28
85df2c1f-0103-4c5e-bac9-d9849d535b77,Dr. Isaac Marques,1980-09-06,504.770.068-55,62059-679,Santos do Sul,AP,Brasil,F,+55 (051) 6532-5841,50477006855@exemplo.com.br,2024-01-14
4c762b55-9aca-429b-be4a-1743678aa9b1,Léo Cardoso,1979-06-03,434.163.583-35,70245-926,da Costa,RO,Brasil,M,+55 (061) 4808-4328,43416358335@exemplo.com.br,2023-11-18
334cec5f-b764-4811-8195-b2fd3f10bc98,Henry Mendonça,2003-06-11,121.876.839-09,53697-515,Araújo do Norte,RS,Brasil,M,+55 (021) 2014-2348,12187683909@exemplo.com.br,2023-11-25
989e5140-56e9-489e-8965-303bfab654a7,João Pedro Pacheco,1981-04-26,774.909.974-07,98579294,Cavalcante da Serra,MS,Brasil,F,+55 (071) 8129-2467,77490997407@exemplo.com.br,2025-05-06
1c00de71-cd72-4f9f-9019-21d0d7a79aff,Yago Ferreira,1980-12-23,229.550.116-02,36844-886,da Conceição da Prata,BA,Brasil,F,11 4936 3946,22955011602@exemplo.com.br,2025-05-17
7dd30a5c-82a6-4ab4-ad9e-576718f46176,Ana Luiza da Rocha,1983-12-21,978.753.197-19,45341-497,Camargo,MA,Brasil,F,(011) 3849 8620,97875319719@exemplo.com.br,2024-04-22
1c15d989-21d8-48d7-8ffc-9fbd7926a38c,Mariana Camargo,1967-10-02,369.033.418-46,00544-328,Lopes Alegre,RO,Brasil,M,(081) 7977-0356,36903341846@exemplo.com.br,2024-02-28
f30f3ce6-bd52-4585-8e2c-887efaf96b44,Ana Sophia Costela,1956-01-23,244.543.637-44,37215-205,Aparecida,RS,Brasil,F,+55 (031) 2282 7549,24454363744@exemplo.com.br,2025-05-18
25ec5d34-ce55-4a0b-b516-abc938d0c6a8,Maria Alice Porto,1966-02-09,714.025.739-48,25537453,Fernandes de Sales,PE,Brasil,M,+55 84 1062-0297,71402573948@exemplo.com.br,2024-02-18
1404b3e7-3f2c-4180-b975-265b6184c766,Milena Pastor,1973-11-11,820.737.886-70,16672809,Silveira da Prata,AC,Brasil,F,(011) 0692 2325,82073788670@exemplo.com.br,2024-08-14
1eaf1b6d-e0c7-46b7-8757-83eada0ee5aa,Sabrina Lima,1995-06-02,929.525.597-11,08298-010,Lima,GO,Brasil,F,(061) 1753 4133,92952559711@exemplo.com.br,2024-04-14
b4fff7e9-ef3f-437a-a1e6-c404927b43c3,Carolina da Cunha,1956-05-13,276.638.936-17,72409-003,Ramos,SE,Brasil,M,+55 (084) 4419-5728,27663893617@exemplo.com.br,2024-12-03
22a288f6-63cb-4c72-b4a5-89bd8669977c,Lavínia Pimenta,2006-11-08,699.498.722-61,99935428,Abreu de Fernandes,PB,Brasil,F,21 5569-0212,69949872261@exemplo.com.br,2025-08-31
de47fd8b-2df0-480e-90f2-50d781a4fe1a,Sarah Macedo,1963-11-06,454.584.081-08,87881-446,Casa Grande,AM,Brasil,M,+55 (011) 8017 7188,45458408108@exemplo.com.br,2024-12-18
ea8b3e43-d936-42e9-8b6e-5e86e2e5c717,Davi Nunes,1957-09-29,807.772.562-78,94187-645,Pacheco,MT,Brasil,F,21 6913 0423,80777256278@exemplo.com.br,2025-04-15
da80bad8-bb32-4ce7-a12b-ea899ded0694,Maria Cecília Araújo,2002-07-13,292.473.644-72,20896-855,Moraes da Serra,AM,Brasil,M,(071) 8813 5317,29247364472@exemplo.com.br,2025-02-19
b19c38aa-fd3f-4d3f-b23b-85cbf354a771,Luiz Miguel Castro,1982-09-03,216.769.561-13,94006698,Monteiro dos Dourados,RJ,Brasil,M,+55 (011) 4646 3972,21676956113@exemplo.com.br,2024-09-13
c19cb78d-d52d-48f2-97f5-948bc4abd23f,Maysa Dias,2004-11-26,275.403.786-27,97983-403,da Costa,RO,Brasil,F,(084) 6479 4743,27540378627@exemplo.com.br,2025-05-02
11f1efb9-44c4-4656-b54d-62e05f9869fe,Sra. Maysa Machado,2006-06-14,191.011.218-11,15772-025,Moraes,SP,Brasil,M,+55 11 6622-4362,19101121811@exemplo.com.br,2023-12-01
7ad4bf72-80cd-4d43-9b34-c527c875a135,Thales Aragão,1970-01-27,820.441.351-52,96277-481,Silva,PE,Brasil,M,0500-686-6316,82044135152@exemplo.com.br,2023-11-04
aceac4f1-0a2d-4937-b6e8-dc1a6ad443c0,Stephany Azevedo,1941-08-03,919.661.764-48,82356-175,Pimenta do Galho,MS,Brasil,F,0800-426-5796,91966176448@exemplo.com.br,2024-04-19
9b89f8d1-6fa1-4b7e-ab6f-b21549706f50,Vitor Nunes,2004-05-25,729.792.783-37,49020653,das Neves de Teixeira,PB,Brasil,F,+55 84 1876-1772,72979278337@exemplo.com.br,2024-01-23
9ae3d566-9b27-46c9-bd92-39e784919384,Lorena Machado,2005-04-01,238.998.577-85,68297202,Araújo do Galho,MA,Brasil,F,41 9151 3615,23899857785@exemplo.com.br,2025-07-15
9c806a20-e7c9-4709-ad87-714d0f7aa010,Sophie da Mota,1940-04-01,602.890.144-52,09393677,Moura,PB,Brasil,M,(061) 5825-3085,60289014452@exemplo.com.br,2024-07-24
f9f087d3-23d1-41a3-a98f-950ea4a290be,Maitê Rodrigues,1945-07-23,367.591.847-01,01434954,Nascimento,PI,Brasil,F,+55 (031) 8717 8510,36759184701@exemplo.com.br,2024-10-04
d0c655e0-228e-4ba8-be52-bdd4f5a4c8ee,Samuel Vargas,1971-06-24,118.234.376-38,10827-136,Machado do Norte,SC,Brasil,F,(031) 9171 7470,11823437638@exemplo.com.br,2024-11-05
e3cfc230-13bb-44ad-a8bb-92cdbda60a28,Maria Sophia Costela,1979-01-30,095.609.610-61,77704-355,Barros,PI,Brasil,F,+55 (031) 9798 7736,09560961061@exemplo.com.br,2024-08-16
a639a2cd-f1d6-4a89-8af3-071999907280,Sra. Alice Peixoto,2001-05-16,906.407.414-08,88084321,Ramos,RN,Brasil,M,41 9761 3492,90640741408@exemplo.com.br,2025-07-07
d76fb5b7-0d82-4c19-91bc-914e390c7bcb,Maysa Borges,1996-10-14,956.261.195-33,70478277,Viana de Marques,RR,Brasil,F,+55 31 1614 2170,95626119533@exemplo.com.br,2025-07-19
0ac7a162-f0d7-42d7-ae95-900603a38603,Sr. Ravi Rezende,1973-09-29,827.117.459-04,88208-619,da Rocha,SC,Brasil,F,11 4102-0191,82711745904@exemplo.com.br,2023-10-01
4388233c-4c1f-4919-9487-d35125ea4c66,Marcela Machado,1967-04-05,466.995.552-50,54538303,Borges Grande,BA,Brasil,M,+55 84 6807 4046,46699555250@exemplo.com.br,2024-05-16
1c196b87-ea2b-4ce9-a21f-d66585cd046d,Lavínia Porto,1956-12-03,202.616.772-13,17586322,Garcia das Flores,SP,Brasil,M,+55 71 7340 4621,20261677213@exemplo.com.br,2024-04-01
3b3a96f4-33ff-4f4b-8f1d-13e47f4e5c17,Sr. Diego Fonseca,1976-05-01,258.736.233-56,73317-422,da Conceição do Galho,RR,Brasil,F,71 1637 0710,25873623356@exemplo.com.br,2025-04-01
371520c3-58cf-4bb9-910c-8e6e91e36b6b,Ana Siqueira,1969-11-24,107.770.843-09,95615-007,Sá das Pedras,BA,Brasil,F,81 4529 9717,10777084309@exemplo.com.br,2024-04-14
8842e76e-ee79-42ee-866a-ec80ed09e7bf,Felipe Cassiano,1957-03-18,891.602.831-94,92739387,Borges,CE,Brasil,M,(011) 1107 7049,89160283194@exemplo.com.br,2024-11-26
dfcd990f-e4e1-48fd-960c-599307637274,Agatha Andrade,2003-09-29,021.663.348-90,03455073,Jesus dos Dourados,PR,Brasil,F,41 8747 9160,02166334890@exemplo.com.br,2025-06-22
dce84ca8-14ff-43ca-ad67-43478c666a18,Caio Barros,1998-03-08,394.147.414-42,09646-506,da Luz da Prata,PA,Brasil,F,(051) 3389-7109,39414741442@exemplo.com.br,2025-04-23
702fc47e-3a9d-45ea-9ced-538cbca73cc6,Maria Clara Vasconcelos,1954-10-09,814.958.938-07,84820-482,Pimenta,MS,Brasil,M,+55 (071) 3950-4128,81495893807@exemplo.com.br,2025-07-24
22a1b12d-3e28-49ab-969a-e3a39a93b52a,Sr. Valentim Macedo,1943-06-17,177.868.646-65,57483-096,Barbosa das Flores,AL,Brasil,M,(051) 1946-0911,17786864665@exemplo.com.br,2024-03-09
8a8a839a-1877-41ec-b699-9c866f1c9504,José Miguel Novaes,1968-11-29,052.586.117-87,26093-332,Silveira,MT,Brasil,F,(081) 6918 5285,05258611787@exemplo.com.br,2024-12-12
d2623cc0-21d1-41d9-9ca8-34ea3fc1217a,Srta. Maria Luísa Pastor,2002-10-22,278.602.789-04,68198516,Sousa,MG,Brasil,M,+55 11 4701 6897,27860278904@exemplo.com.br,2024-02-16
e2d6aac7-7093-4ded-8db8-ba5cc6718158,Guilherme Nascimento,1999-03-15,762.605.876-50,88989-422,Ribeiro,AM,Brasil,M,(011) 7557 5004,76260587650@exemplo.com.br,2024-04-18
b818f5c6-1361-4ea3-a898-b40c36069c7a,Luigi Costa,1964-02-19,961.996.263-94,16427072,Lopes das Pedras,DF,Brasil,F,41 4994-1469,96199626394@exemplo.com.br,2023-11-26
1436aab4-d0fb-4e4a-8a0c-81948ddeb149,Sr. Leonardo da Luz,1970-07-03,236.994.068-10,63551259,Viana,GO,Brasil,M,61 8510 1257,23699406810@exemplo.com.br,2024-05-30
537b525e-9aa5-472b-9877-7bd7561d6590,Sr. João Felipe Silva,1991-12-07,191.771.740-85,06968-834,Barros do Sul,PE,Brasil,M,+55 11 8656 9007,19177174085@exemplo.com.br,2025-01-12
ff3291e6-f815-480f-b737-0300bef47a05,Kevin Novaes,1961-11-13,309.357.449-82,18303-968,Cirino,AP,Brasil,M,31 0775 9944,30935744982@exemplo.com.br,2025-04-02
3a79d501-3c73-46fb-809d-4aee092f90a5,Davi Lucas Correia,1983-06-01,809.165.006-44,74453-391,Correia do Norte,RS,Brasil,F,+55 (021) 0871 1652,80916500644@exemplo.com.br,2025-07-23
641982df-4005-4260-9910-2d374b10bd96,Juliana Garcia,1958-01-29,805.145.526-60,05946553,Porto,TO,Brasil,M,(041) 0152-6596,80514552660@exemplo.com.br,2025-08-29
6041450a-7d35-44d3-8fc7-d66f38ca90e9,Jade Martins,1950-01-30,908.538.654-85,27996162,Moraes do Norte,AC,Brasil,F,0500 406 0299,90853865485@exemplo.com.br,2023-12-26
6b665efe-80a7-4f39-bd64-1fd5f4cb43d0,Dra. Sarah Gomes,1983-02-01,152.695.215-97,19918351,Moura,AC,Brasil,F,+55 (071) 5929 2525,15269521597@exemplo.com.br,2025-05-19
7b5dfc8c-35eb-49be-9e52-c3cf0d7b0418,Kamilly Moraes,1978-09-16,155.602.701-40,88742-267,Souza,MG,Brasil,M,+55 (031) 6465-3080,15560270140@exemplo.com.br,2024-07-15
94c0fb5b-e7d2-4d7e-9622-f48946d5c36d,Theodoro Machado,1962-01-09,751.275.856-36,23391-029,Souza,MG,Brasil,M,31 8432-7074,75127585636@exemplo.com.br,2024-09-22
7f3ada9c-a2b3-4df7-a76c-f6d9de9b6f0d,Beatriz Sousa,1978-05-14,567.269.123-75,50041-469,Cirino de Minas,RJ,Brasil,F,(061) 2757-6357,56726912375@exemplo.com.br,2024-01-24
8bbee9fe-503e-4710-ba61-e55c95a40e7e,Dante Camargo,2005-09-18,899.539.411-89,73329208,Leão de Pinto,RJ,Brasil,F,31 3533 5331,89953941189@exemplo.com.br,2025-06-30
b2899349-0d74-4e96-9f28-616ae8374c95,Kaique Pereira,1959-02-11,203.949.178-32,04388301,Sá das Pedras,RO,Brasil,F,(021) 3834-5527,20394917832@exemplo.com.br,2025-06-19
a3b4bc3b-c22d-4b51-ab13-190ba2b6cba6,Lucas Abreu,1946-04-07,858.496.642-24,64321-415,da Mata,SP,Brasil,F,71 0494 9280,85849664224@exemplo.com.br,2025-01-09
78852759-df00-4e8c-a499-7f667ddf13bd,Renan Aparecida,2000-05-12,584.794.029-10,65341-470,Pereira da Prata,PA,Brasil,M,(051) 0472-9820,58479402910@exemplo.com.br,2023-10-15
19f1ad75-dbd5-45fc-98c3-390a3e57cd54,Luísa Dias,1996-03-02,463.420.386-20,95744-249,Peixoto,PR,Brasil,M,+55 61 0907-5408,46342038620@exemplo.com.br,2024-05-06
87faf980-24e7-426b-8e62-b39b4bc46e91,Dra. Clarice Melo,1978-10-07,307.958.940-47,28258-003,Porto da Serra,PB,Brasil,F,0900-344-6237,30795894047@exemplo.com.br,2024-08-30
0456e6cd-29d2-4022-a3ab-58a2e53c7584,Dr. Luiz Henrique Mendonça,1964-12-25,930.198.656-29,03261-309,Costela,AL,Brasil,M,(061) 6979 6684,93019865629@exemplo.com.br,2024-09-11
6411a2ea-219d-49b7-96d0-4f94d275ab36,Lara Vargas,1975-07-06,984.182.552-83,09725431,Vieira,PA,Brasil,M,+55 11 0865 1970,98418255283@exemplo.com.br,2023-09-30
d4a08d1b-8bdc-4137-ab11-34b7aeaaf408,Dra. Ana Sophia Ferreira,1966-08-15,598.925.329-56,76401-872,Pacheco,DF,Brasil,F,+55 84 1919-1497,59892532956@exemplo.com.br,2024-12-17
6e59fba8-be2b-432b-af7a-4c46290965f7,Isadora Abreu,1950-03-13,006.878.056-52,48374784,Almeida das Flores,PA,Brasil,F,81 7425-6660,00687805652@exemplo.com.br,2024-09-29
1cb8d216-c88f-4047-ab3b-3bc4de03c823,Igor Garcia,1986-06-07,279.245.346-57,81400441,da Rosa de da Mata,PI,Brasil,F,(011) 0760 0452,27924534657@exemplo.com.br,2024-12-09
e8881396-b6ba-403c-932e-a8e7c33f0516,Gabrielly das Neves,1963-01-04,611.141.260-53,01770509,Costa de Nunes,GO,Brasil,F,0800 273 4837,61114126053@exemplo.com.br,2023-11-01
01c93dc0-bc3e-4eed-b11c-5ea932ccc62f,Luísa da Luz,1973-07-13,058.592.727-60,53486681,Jesus,AM,Brasil,M,0500 984 4837,05859272760@exemplo.com.br,2025-06-25
cbabc651-bd4e-4726-9f1e-e6bf07d5f526,Dra. Maria Isis Rezende,1938-05-19,544.009.322-09,69781814,Câmara,GO,Brasil,M,61 8450-9392,54400932209@exemplo.com.br,2024-06-20
6b20dbb3-ede2-423f-a71a-8a8652ca88fa,Augusto Santos,1951-05-02,348.718.874-73,65522-879,Martins,TO,Brasil,M,81 5814-9659,34871887473@exemplo.com.br,2024-08-31
08229d68-6c7e-4017-8c8e-2f54b6ce9a0a,Joaquim Costa,1980-09-15,542.631.707-70,09374562,Fogaça do Campo,PI,Brasil,F,+55 11 4971 2293,54263170770@exemplo.com.br,2025-04-05
b7ca34e6-3783-4047-b978-35e9205482bd,Joaquim Caldeira,1994-04-14,353.540.149-82,49784-267,Moraes de Alves,SC,Brasil,F,+55 81 1632 7580,35354014982@exemplo.com.br,2025-03-26
1dd7d035-3891-46ef-afd3-52c486892d5b,Dra. Elisa da Mota,1938-07-02,307.276.190-39,82596-118,Barbosa,SC,Brasil,F,+55 81 7535 8776,30727619039@exemplo.com.br,2024-09-16
305c4379-d7b8-4230-96d6-a90651c89736,Natália Barbosa,1985-01-23,056.373.376-02,48733-412,Peixoto,BA,Brasil,F,51 1725 7030,05637337602@exemplo.com.br,2024-12-13
882a30e1-5ab9-44ff-808f-b0b8ad908b55,Larissa Abreu,1997-10-15,112.425.328-63,51439839,Freitas,PI,Brasil,M,(061) 1045 4950,11242532863@exemplo.com.br,2025-06-07
fbbbd739-f49a-40b3-9957-fe32607e8767,Dr. Pietro Lima,1946-04-27,266.067.229-33,39946187,Cavalcante da Serra,RR,Brasil,M,+55 (051) 7875 7848,26606722933@exemplo.com.br,2025-08-13
c49aec2e-dc14-4072-abe8-01d79a010e5a,Enrico Sousa,1982-02-26,742.327.590-75,22930667,Siqueira de Santos,SP,Brasil,F,(041) 9320 1383,74232759075@exemplo.com.br,2025-06-22
b35c2d51-afd5-4c3a-82f2-492d55103d6a,Dr. Liam Silva,2005-05-21,371.062.616-41,60862-116,Ramos,RR,Brasil,F,51 9746 4792,37106261641@exemplo.com.br,2023-10-02
4f928e56-a99e-4ac3-bdd2-f9746df2196d,Sra. Ágatha Ribeiro,1938-05-25,351.446.837-28,45724041,Oliveira Alegre,PA,Brasil,F,+55 (061) 9469-4035,35144683728@exemplo.com.br,2023-10-23
f3b43ab4-f287-4165-9fb4-f7864b98bdd6,Dr. Luiz Gustavo Marques,1997-11-30,274.368.075-60,58986-796,Sousa Grande,AM,Brasil,M,(081) 0766-9870,27436807560@exemplo.com.br,2024-02-16
5b6a00a2-1f67-49a0-91b2-dbd989d2c9a3,Théo da Cunha,1937-09-01,007.207.668-60,58940-876,Nogueira das Flores,AL,Brasil,M,(071) 8711 5812,00720766860@exemplo.com.br,2025-07-20
c7ba7aff-23b6-43b7-8fab-c233be3ca2e1,Dr. Yan Pastor,1981-04-30,802.869.348-59,63331089,da Luz da Mata,PA,Brasil,M,21 7849-1375,80286934859@exemplo.com.br,2025-02-18
4b742cb5-e1c3-4407-aa29-849853194e69,Diego Silveira,2003-06-06,504.856.549-59,21274520,Sampaio,AM,Brasil,F,(031) 0057 5229,50485654959@exemplo.com.br,2023-12-17
7df972cc-f375-4328-91f2-c3b144e95d16,Francisco Borges,1995-11-11,553.351.472-54,04933632,Pereira da Praia,GO,Brasil,F,0500 400 4740,55335147254@exemplo.com.br,2025-01-07
852dbdb6-c625-4206-8af3-6dd90ef3dd43,Milena Pimenta,1935-08-09,002.966.671-28,96866269,Lopes da Mata,MA,Brasil,F,+55 (051) 7738 6829,00296667128@exemplo.com.br,2023-10-31
d4438167-9b56-4e3b-add9-36055b6b32e6,Francisco Novaes,1949-02-26,881.253.308-00,08346-521,Andrade,MG,Brasil,F,0900-729-0476,88125330800@exemplo.com.br,2023-11-26
b9d63a76-964c-4708-ac02-da4ae4e59467,Ian Peixoto,1967-07-14,992.004.940-78,50506209,Brito,PR,Brasil,F,(021) 1695-8973,99200494078@exemplo.com.br,2023-12-24
0d42e7f2-14d5-4541-9685-ec57d9735cf1,José Pedro Cavalcante,2000-07-11,558.308.452-02,17516227,Porto de Cirino,MG,Brasil,M,+55 (041) 8776-1891,55830845202@exemplo.com.br,2025-05-01
a0b6817e-11de-4c78-a6eb-ba712c9d2d52,Alexandre Santos,2007-05-31,695.025.296-35,85711139,Viana,PA,Brasil,F,(021) 2541 7179,69502529635@exemplo.com.br,2024-05-19
ed44cfe6-41d4-47c5-b399-62e288d0aae4,Melissa Porto,1944-10-26,175.925.634-36,75250-510,da Rosa,PA,Brasil,M,+55 51 6534 7687,17592563436@exemplo.com.br,2025-01-16
a864a4ff-67fc-4e1c-b891-89e7d9d317f0,Yago Nascimento,1965-01-30,989.547.072-84,64547458,Melo da Prata,PR,Brasil,M,+55 (051) 1119 7308,98954707284@exemplo.com.br,2024-03-25
33ef0478-35ae-424d-9716-d1575e078ba3,Benicio Machado,2002-07-12,984.284.878-31,60726139,Borges das Flores,DF,Brasil,M,(084) 9816 2833,98428487831@exemplo.com.br,2025-05-09
2290c261-6fcf-4970-8a1b-515a96627406,Rebeca Cavalcante,1973-03-20,329.870.742-40,89331389,Farias,RS,Brasil,F,84 3113-7578,32987074240@exemplo.com.br,2025-02-09
1e027e74-baa0-4813-b654-6554fd037b50,Hadassa Cunha,2003-04-17,618.466.310-73,54378-580,Macedo das Flores,PB,Brasil,F,0500 065 5160,61846631073@exemplo.com.br,2025-09-26
bc6bffed-39d4-4970-a8dd-07b33ae84446,Dom Monteiro,1970-05-24,735.602.112-02,52968-447,Aragão das Flores,PR,Brasil,M,+55 (084) 2299-0005,73560211202@exemplo.com.br,2024-07-29
79bc992d-8356-4c6e-8f2c-2e686517fdbc,Maitê Barbosa,1949-12-25,301.793.117-62,38618-704,Vasconcelos das Pedras,PE,Brasil,F,+55 81 6135-1837,30179311762@exemplo.com.br,2025-04-02
210dee97-3f77-40e9-a9f0-8eb60d8af933,Maria Júlia Moura,1989-08-21,115.986.921-65,92562086,Santos,DF,Brasil,F,(081) 6222 6582,11598692165@exemplo.com.br,2023-12-27
4688313d-03bf-4c0d-9d42-8cf70516ed40,Felipe Vargas,1983-08-04,357.834.444-75,40317223,Farias,CE,Brasil,F,+55 (031) 2530-1348,35783444475@exemplo.com.br,2025-01-02
4f500e77-4fd0-4c44-98fa-07fcab207f79,Maya Ribeiro,1937-01-05,236.230.926-41,80306177,Camargo,TO,Brasil,F,71 1732-9462,23623092641@exemplo.com.br,2024-05-19
db5f26c0-3ff3-4197-bd29-c7d56789f3a3,Manuela Gomes,1975-10-22,071.867.688-80,01258-107,Melo,SP,Brasil,F,+55 71 8956 7762,07186768880@exemplo.com.br,2025-06-19
d0676475-8b9a-4fe8-8f37-cdc5c950adf8,Yan da Luz,1999-03-19,612.412.959-61,74346-097,Porto da Mata,PE,Brasil,F,+55 84 2158 2506,61241295961@exemplo.com.br,2023-12-17
fc85ec55-2f1b-48e5-a6b3-1d6d976ecb69,Sra. Eloah Camargo,1941-01-28,222.020.795-08,39116-992,Viana da Praia,DF,Brasil,M,+55 84 5141-6893,22202079508@exemplo.com.br,2025-01-10
640e3c2b-3743-4ad2-84c6-8f4429f857c6,Camila Pacheco,1941-06-20,782.981.198-61,59455-599,Correia da Mata,AP,Brasil,F,71 5429 9663,78298119861@exemplo.com.br,2025-09-10
7370f4f0-b355-4019-b4a2-37c257b37b40,Alice Nogueira,1957-10-23,765.394.364-29,79859-360,Caldeira,MS,Brasil,M,31 0412 5633,76539436429@exemplo.com.br,2024-03-02
289dd8b1-a7fe-4cc9-9a22-6fd4b23c8460,Breno Peixoto,1985-05-24,652.430.823-00,56948540,Lima,CE,Brasil,M,+55 (021) 2204-1003,65243082300@exemplo.com.br,2025-02-03
8912ab05-3710-43a7-b13b-8a07e7bb323c,Hadassa Campos,1943-02-03,142.494.763-33,03269-781,Fernandes da Prata,RN,Brasil,M,+55 (071) 9537-3856,14249476333@exemplo.com.br,2025-05-10
2f089731-6f4f-4626-a52b-6ed640e1bff6,João Vitor Fonseca,1947-09-18,347.335.811-53,24379172,Gonçalves,GO,Brasil,F,0800 832 4020,34733581153@exemplo.com.br,2025-07-09
dac4bca2-2515-4b95-b35a-73e1824f7805,José Pimenta,1947-12-09,655.108.736-35,35312-840,Cirino do Sul,SP,Brasil,M,+55 (031) 1261-0562,65510873635@exemplo.com.br,2024-04-27
3413eb46-be2f-4180-9f5d-fa57ceed4a7c,Igor Marques,1978-12-06,694.303.037-80,08954330,Carvalho,PE,Brasil,F,+55 41 9095-9669,69430303780@exemplo.com.br,2024-04-02
39bc34db-42da-40c0-b49d-acf407614a67,Dom Melo,1979-01-24,003.467.391-23,53569254,Moraes,ES,Brasil,F,(031) 6115 2204,00346739123@exemplo.com.br,2024-12-02
4f076f69-c26c-4d47-9358-473e13955b2c,José Pedro Ferreira,1967-05-18,988.078.286-09,46168-107,Pimenta,MG,Brasil,M,+55 81 4984-2426,98807828609@exemplo.com.br,2024-09-01
7309a720-46a6-40a1-86b0-27f16f578c87,Amanda Aparecida,1940-09-01,343.094.388-68,85193988,Cunha,DF,Brasil,F,+55 51 2998 9507,34309438868@exemplo.com.br,2025-03-16
331cd97b-4a0b-4e89-a03a-8cd0e42086c1,Lunna Vasconcelos,1999-02-02,021.956.907-49,21851717,Fernandes do Galho,PE,Brasil,F,+55 81 1748-5330,02195690749@exemplo.com.br,2024-08-13
0744d8a0-2141-417f-93a4-c83b8444e1bc,Esther da Rocha,1998-01-09,932.856.771-47,13740842,Silveira,ES,Brasil,F,0800 437 9987,93285677147@exemplo.com.br,2024-03-22
ec4ab0d8-95cc-47e8-9624-5575ba656c3c,Brayan Macedo,1989-09-23,858.814.565-69,90547-292,Leão,MG,Brasil,M,+55 61 0581-0234,85881456569@exemplo.com.br,2024-03-18
7bc54083-3d2c-46c6-8980-0d6d3a4d68da,Marcelo Marques,1945-07-22,303.317.597-91,72427236,Teixeira,MG,Brasil,F,0500-873-4742,30331759791@exemplo.com.br,2023-09-27
b7733ae2-9397-4207-b9a2-bd5261ca95a3,Arthur Gabriel Leão,1941-11-08,659.557.031-81,58796317,Pires da Prata,RJ,Brasil,M,84 2490-6680,65955703181@exemplo.com.br,2025-02-28
2b43f605-a270-4d27-9196-8cbb57acffdb,João Pedro da Cruz,1962-08-07,114.190.770-93,64748-631,Lima,PA,Brasil,F,(084) 4369-1642,11419077093@exemplo.com.br,2023-11-18
e965bb8b-afde-462b-9c04-85e7324178a4,Marcela Costela,1942-11-29,510.045.451-91,17800522,Ferreira,MS,Brasil,F,51 0201 1889,51004545191@exemplo.com.br,2024-06-13
f9c49799-4cae-4b9b-bf2b-47cc633c78f7,Pedro Ramos,2007-05-27,440.145.015-24,32641371,Santos Verde,MA,Brasil,M,+55 71 9899-0662,44014501524@exemplo.com.br,2025-01-19
a6ef4cb3-52bd-49d7-af4d-f3c85b15865f,João Pedro Santos,1974-12-06,748.188.225-69,22017653,Aragão Alegre,PI,Brasil,F,21 5789 9567,74818822569@exemplo.com.br,2025-06-10
d0678027-b01f-4313-81a1-31d15a394686,Luana Melo,1995-10-19,248.567.082-57,46898-132,das Neves,AM,Brasil,M,84 3210 6380,24856708257@exemplo.com.br,2024-11-18
